,original_language,original_title,overview,genre
1183,sv,Män som hatar kvinnor,"['swedish', 'thriller', 'base', 'stieg', 'larsson', 'novel', 'male', 'journalist', 'young', 'femal', 'hacker', 'open', 'movi', 'mikael', 'blomkvist', 'middleag', 'publish', 'magazin', 'millennium', 'lose', 'libel', 'case', 'brought', 'corrupt', 'swedish', 'industrialist', 'hanserik', 'wennerström', 'nevertheless', 'hire', 'henrik', 'vanger', 'order', 'solv', 'cold', 'case', 'disappear', 'vanger', 'niec']","['Drama', 'Thriller', 'Crime', 'Mystery']"
1184,ja,ルパン三世 カリオストロの城,"['success', 'robberi', 'leav', 'fame', 'thief', 'lupin', 'third', 'partner', 'jigen', 'noth', 'larg', 'amount', 'expertli', 'craft', 'counterfeit', 'bill', 'decid', 'track', 'forger', 'respons', '—', 'and', 'steal', 'treasur', 'may', 'find', 'castl', 'cagliostro', 'includ', 'damsel', 'distress', 'find', 'imprison']","['Family', 'Animation', 'Adventure', 'Comedy', 'Crime']"
1185,en,Instant Family,"['pete', 'elli', 'decid', 'start', 'famili', 'stumbl', 'world', 'foster', 'care', 'adopt', 'hope', 'take', 'one', 'small', 'child', 'meet', 'three', 'sibl', 'includ', 'rebelli', '15', 'year', 'old', 'girl', 'find', 'speed', 'zero', 'three', 'kid', 'overnight']","['Comedy', 'Drama']"
1186,en,X-Men: Days of Future Past,"['ultim', 'xmen', 'ensembl', 'fight', 'war', 'surviv', 'speci', 'across', 'two', 'time', 'period', 'join', 'forc', 'younger', 'selv', 'epic', 'battl', 'must', 'chang', 'past', '–', 'save', 'futur']","['Action', 'Adventure', 'Science Fiction']"
1187,en,Escape from Alcatraz,"['san', 'francisco', 'bay', 'januari', '18', '1960', 'frank', 'lee', 'morri', 'transfer', 'alcatraz', 'maximum', 'secur', 'prison', 'locat', 'rocki', 'island', 'although', 'one', 'ever', 'manag', 'escap', 'frank', 'inmat', 'begin', 'care', 'prepar', 'escap', 'plan']","['Drama', 'Thriller']"
1188,en,Shadow of a Doubt,"['charlott', '‘', 'charli', '’', 'newton', 'feel', 'especi', 'frustrat', 'lack', 'excit', 'small', 'town', 'california', 'receiv', 'wonder', 'news', 'uncl', 'namesak', 'charli', 'oakley', 'come', 'visit', 'howev', 'secret', 'come', 'fore', 'charlott', '’s', 'admir', 'turn', 'suspicion']",['Thriller']
1189,en,Lilo & Stitch,"['stitch', 'runaway', 'genet', 'experi', 'faraway', 'planet', 'wreak', 'havoc', 'hawaiian', 'island', 'becom', 'mischiev', 'adopt', 'alien', 'puppi', 'independ', 'littl', 'girl', 'name', 'lilo', 'learn', 'loyalti', 'friendship', 'ʻohana', 'hawaiian', 'tradit', 'famili']","['Animation', 'Family']"
1190,en,The Crow,"['exactli', 'one', 'year', 'young', 'rock', 'guitarist', 'eric', 'draven', 'fiancé', 'brutal', 'kill', 'ruthless', 'gang', 'crimin', 'draven', '—', 'watch', 'hypnot', 'crow', '—', 'return', 'grave', 'exact', 'reveng']","['Fantasy', 'Action', 'Thriller']"
1191,cn,警察故事,"['offic', 'chan', 'ka', 'kui', 'manag', 'put', 'major', 'hong', 'kong', 'drug', 'dealer', 'behind', 'bar', 'practic', 'alon', 'shoot', 'impress', 'chase', 'insid', 'slum', 'must', 'protect', 'boss', 'secretari', 'selina', 'testifi', 'gangster', 'court']","['Action', 'Crime', 'Thriller']"
1192,en,The Birds,"['thousand', 'bird', 'flock', 'seasid', 'town', 'terror', 'resid', 'seri', 'deadli', 'attack']",['Horror']
1193,en,Night on Earth,"['antholog', '5', 'differ', 'cab', 'driver', '5', 'american', 'european', 'citi', 'remark', 'fare', 'event', 'night']","['Comedy', 'Drama']"
1194,ko,비상선언,"['investig', 'terrorist', 'threat', 'goe', 'viral', 'onlin', 'korean', 'author', 'discov', 'suspect', 'recent', 'board', 'intern', 'flight', 'bound', 'unit', 'state', 'healthi', 'passeng', 'flight', 'suddenli', 'die', 'gruesom', 'death', 'unknown', 'caus', 'panic', 'erupt', 'inflight', 'ground', 'steadili', 'decreas', 'fuel', 'intern', 'refus', 'offer', 'aid', 'captain', 'crew', 'forc', 'take', 'unpreced', 'emerg', 'measur', 'attempt', 'save', 'live', 'passeng']","['Action', 'Drama', 'Thriller']"
1195,ja,ドラゴンボールZ たったひとりの最終決戦〜フリーザに挑んだZ戦士 孫悟空の父〜,"['bardock', 'son', 'goku', 'father', 'lowrank', 'saiyan', 'soldier', 'given', 'power', 'see', 'futur', 'last', 'remain', 'alien', 'planet', 'destroy', 'wit', 'destruct', 'race', 'must', 'best', 'stop', 'frieza', 'impend', 'massacr']","['Animation', 'Action', 'Science Fiction', 'Drama', 'Fantasy']"
1196,en,Who Framed Roger Rabbit,"['toon', 'star', 'roger', 'worri', 'wife', 'jessica', 'play', 'pattycak', 'someon', 'els', 'studio', 'hire', 'detect', 'eddi', 'valiant', 'snoop', 'stake', 'quickli', 'rais', 'marvin', 'acm', 'found', 'dead', 'roger', 'prime', 'suspect']","['Fantasy', 'Animation', 'Comedy', 'Crime']"
1197,en,The Conversation,"['surveil', 'expert', 'harri', 'caul', 'hire', 'mysteri', 'client', 'brusqu', 'aid', 'tail', 'young', 'coupl', 'track', 'pair', 'san', 'francisco', 'union', 'squar', 'caul', 'associ', 'stan', 'manag', 'record', 'cryptic', 'convers', 'torment', 'memori', 'previou', 'case', 'end', 'badli', 'caul', 'becom', 'obsess', 'result', 'tape', 'tri', 'determin', 'coupl', 'danger']","['Crime', 'Drama', 'Mystery']"
1198,en,"One, Two, Three","['cr', 'macnamara', 'manag', 'director', 'coca', 'cola', 'west', 'berlin', 'cold', 'war', 'wall', 'put', 'scarlett', 'rebelli', 'daughter', 'boss', 'come', 'west', 'berlin', 'macnamara', 'look', 'turn', 'difficult', 'task', 'reveal', 'marri', 'communist']",['Comedy']
1199,en,Sonic the Hedgehog 2,"['settl', 'green', 'hill', 'sonic', 'eager', 'prove', 'take', 'true', 'hero', 'test', 'come', 'dr', 'robotnik', 'return', 'time', 'new', 'partner', 'knuckl', 'search', 'emerald', 'power', 'destroy', 'civil', 'sonic', 'team', 'sidekick', 'tail', 'togeth', 'embark', 'globetrot', 'journey', 'find', 'emerald', 'fall', 'wrong', 'hand']","['Action', 'Adventure', 'Family', 'Comedy']"
1200,ko,엽기적인 그녀,"['dweebi', 'mildmann', 'man', 'come', 'aid', 'drunk', 'young', 'woman', 'subway', 'platform', 'littl', 'know', 'much', 'troubl', 'he', '’s']","['Drama', 'Comedy', 'Romance']"
1201,en,Midnight Cowboy,"['joe', 'buck', 'wideey', 'hustler', 'texa', 'hope', 'score', 'big', 'wealthi', 'new', 'york', 'citi', 'women', 'find', 'companion', 'enrico', 'ratso', 'rizzo', 'ail', 'swindler', 'bum', 'leg', 'quixot', 'fantasi', 'escap', 'florida']",['Drama']
1202,fr,Seul contre tous,"['complet', 'jail', 'time', 'beat', 'man', 'tri', 'seduc', 'mentallyhandicap', 'teenag', 'daughter', 'butcher', 'want', 'start', 'life', 'anew', 'institution', 'daughter', 'move', 'lill', 'suburb', 'mistress', 'promis', 'new', 'butcher', 'shop', 'learn', 'lie', 'butcher', 'return', 'pari', 'find', 'daughter']","['Drama', 'Thriller']"
1203,en,Dark Waters,"['tenaci', 'attorney', 'uncov', 'dark', 'secret', 'connect', 'grow', 'number', 'unexplain', 'death', 'one', 'world', 'largest', 'corpor', 'process', 'risk', 'everyth', '—', 'futur', 'famili', 'life', '—', 'expos', 'truth']","['Drama', 'Thriller']"
1204,en,The Suicide Squad,"['supervillain', 'harley', 'quinn', 'bloodsport', 'peacemak', 'collect', 'nutti', 'con', 'bell', 'reve', 'prison', 'join', 'supersecret', 'supershadi', 'task', 'forc', 'x', 'drop', 'remot', 'enemyinfus', 'island', 'corto', 'maltes']","['Action', 'Comedy', 'Adventure']"
1205,en,Zodiac,"['cartoonist', 'team', 'ace', 'report', 'law', 'enforc', 'offic', 'track', 'elus', 'serial', 'killer']","['Crime', 'Drama', 'Mystery', 'Thriller']"
1206,en,Gilda,"['gambler', 'discov', 'old', 'flame', 'argentina', 'she', 's', 'marri', 'new', 'boss']","['Romance', 'Drama', 'Thriller']"
1207,en,The Magnificent Seven,"['oppress', 'mexican', 'peasant', 'villag', 'hire', 'seven', 'gunfight', 'help', 'defend', 'home']","['Western', 'Action']"
1208,en,Still Life,"['council', 'case', 'worker', 'look', 'rel', 'found', 'dead', 'alon']",['Drama']
1209,en,My Left Foot: The Story of Christy Brown,"['one', 'expect', 'much', 'christi', 'brown', 'boy', 'cerebr', 'palsi', 'born', 'workingclass', 'irish', 'famili', 'though', 'christi', 'spastic', 'quadripleg', 'essenti', 'paralyz', 'miracul', 'event', 'occur', 'age', '5', 'demonstr', 'control', 'left', 'foot', 'use', 'chalk', 'scrawl', 'word', 'floor', 'help', 'steeli', 'mother', '—', 'shortag', 'grit', 'determin', '—', 'christi', 'overcom', 'infirm', 'becom', 'painter', 'poet', 'author']",['Drama']
1210,fr,Nous trois ou rien,"['iranian', 'famili', 'surviv', 'shah', 'ayatollah', 'move', 'franc', 'stori', 'follow', 'famili', 'despit', 'polit', 'revolut', 'prison', 'beat', 'assassin', 'suicid', 'comedi']","['Drama', 'Comedy']"
1211,en,Facing the Giants,"['lose', 'coach', 'underdog', 'footbal', 'team', 'face', 'giant', 'fear', 'failur', 'field', 'surpris', 'result']",['Drama']
1212,en,Somewhere in Time,"['young', 'writer', 'richard', 'collier', 'met', 'open', 'night', 'first', 'play', 'old', 'ladi', 'beg', 'come', 'back', 'mystifi', 'tri', 'find', 'learn', 'famou', 'stage', 'actress', 'earli', '1900', 'becom', 'obsess', 'selfhypnosi', 'manag', 'travel', 'back', 'time', '—', 'where', 'meet']","['Drama', 'Fantasy', 'Romance']"
1213,en,Sling Blade,"['karl', 'childer', 'mental', 'disabl', 'man', 'custodi', 'state', 'mental', 'hospit', 'sinc', 'age', '12', 'kill', 'mother', 'lover', 'although', 'thoroughli', 'institution', 'deem', 'fit', 'releas', 'outsid', 'world']",['Drama']
1214,en,Badlands,"['impression', 'teenag', 'girl', 'deadend', 'town', 'older', 'greaser', 'boyfriend', 'embark', 'kill', 'spree', 'south', 'dakota', 'badland']","['Crime', 'Drama', 'Romance']"
1215,en,The Witcher: Nightmare of the Wolf,"['escap', 'poverti', 'becom', 'witcher', 'vesemir', 'slay', 'monster', 'coin', 'glori', 'new', 'menac', 'rise', 'must', 'face', 'demon', 'past']","['Animation', 'Action', 'Fantasy']"
1216,it,L'avventura,"['claudia', 'anna', 'join', 'anna', 'lover', 'sandro', 'boat', 'trip', 'remot', 'volcan', 'island', 'anna', 'goe', 'miss', 'search', 'launch', 'meantim', 'sandro', 'claudia', 'becom', 'involv', 'romanc', 'despit', 'anna', 'disappear', 'though', 'relationship', 'suffer', 'guilt', 'tension']","['Drama', 'Mystery']"
1217,en,E.T. the Extra-Terrestrial,"['alien', 'left', 'behind', 'earth', 'save', '10yearold', 'elliot', 'decid', 'keep', 'hidden', 'home', 'task', 'forc', 'hunt', 'extraterrestri', 'elliot', 'brother', 'littl', 'sister', 'gerti', 'form', 'emot', 'bond', 'new', 'friend', 'tri', 'help', 'find', 'way', 'home']","['Science Fiction', 'Adventure', 'Family', 'Fantasy']"
1218,en,The Favourite,"['england', 'earli', '18th', 'centuri', 'close', 'relationship', 'queen', 'ann', 'sarah', 'churchil', 'threaten', 'arriv', 'sarah', 'cousin', 'abigail', 'hill', 'result', 'bitter', 'rivalri', 'two', 'cousin', 'queen', 'favourit']","['Drama', 'Comedy', 'Thriller']"
1219,es,La piel que habito,"['brilliant', 'plastic', 'surgeon', 'creat', 'synthet', 'skin', 'withstand', 'kind', 'damag', 'guinea', 'pig', 'mysteri', 'volatil', 'woman', 'hold', 'key', 'obsess']","['Drama', 'Horror', 'Mystery', 'Thriller']"
1220,en,Empire of the Sun,"['jami', 'graham', 'privileg', 'english', 'boy', 'live', 'shanghai', 'japanes', 'invad', 'forc', 'foreign', 'prison', 'camp', 'jami', 'captur', 'american', 'sailor', 'look', 'camp', 'togeth', 'even', 'though', 'separ', 'parent', 'hostil', 'environ', 'jami', 'maintain', 'digniti', 'youth', 'spirit', 'provid', 'beacon', 'hope', 'other', 'held', 'captiv']","['Drama', 'History', 'War']"
1221,en,The Goonies,"['young', 'teenag', 'name', 'mikey', 'walsh', 'find', 'old', 'treasur', 'map', 'father', 'attic', 'hope', 'save', 'home', 'demolit', 'mikey', 'friend', 'data', 'wang', 'chunk', 'cohen', 'mouth', 'devereaux', 'run', 'big', 'quest', 'find', 'secret', 'stash', 'pirat', 'oneey', 'willi']","['Adventure', 'Comedy', 'Family']"
1222,en,Sabrina,"['linu', 'david', 'larrabe', 'two', 'son', 'wealthi', 'famili', 'linu', 'work', '–', 'busili', 'run', 'famili', 'corpor', 'empir', 'time', 'wife', 'famili', 'david', 'play', '–', 'technic', 'employ', 'famili', 'busi', 'never', 'show', 'work', 'spend', 'time', 'entertain', 'marri', 'divorc', 'three', 'time', 'meanwhil', 'sabrina', 'fairchild', 'young', 'shi', 'awkward', 'daughter', 'household', 'chauffeur', 'goe', 'away', 'pari', 'two', 'year', 'return', 'captur', 'david', 'attent', 'fall', 'love', 'linu']","['Comedy', 'Romance', 'Drama']"
1223,ga,An Cailín Ciúin,"['quiet', 'neglect', 'girl', 'sent', 'away', 'dysfunct', 'famili', 'live', 'rel', 'summer', 'blossom', 'care', 'hous', 'meant', 'secret', 'discov', 'one']",['Drama']
1224,en,The Lighthouse,"['two', 'lighthous', 'keeper', 'tri', 'maintain', 'saniti', 'live', 'remot', 'mysteri', 'new', 'england', 'island', '1890']","['Drama', 'Fantasy', 'Thriller']"
1225,en,Black Narcissus,"['group', 'anglican', 'nun', 'led', 'sister', 'clodagh', 'sent', 'mountain', 'himalaya', 'climat', 'region', 'hostil', 'nun', 'hous', 'odd', 'old', 'palac', 'work', 'establish', 'school', 'hospit', 'slowli', 'focu', 'shift', 'sister', 'ruth', 'fall', 'govern', 'worker', 'mr', 'dean', 'begin', 'question', 'vow', 'celibaci', 'sister', 'ruth', 'obsess', 'mr', 'dean', 'sister', 'clodagh', 'becom', 'immers', 'memori', 'love']",['Drama']
1226,en,My Fair Lady,"['snobbish', 'phonet', 'professor', 'agre', 'wager', 'take', 'flower', 'girl', 'make', 'present', 'high', 'societi']","['Music', 'Comedy', 'Romance', 'Drama']"
1227,no,Verdens verste menneske,"['chronicl', 'four', 'year', 'life', 'juli', 'young', 'woman', 'navig', 'troubl', 'water', 'love', 'life', 'struggl', 'find', 'career', 'path', 'lead', 'take', 'realist', 'look', 'realli']","['Drama', 'Romance', 'Comedy']"
1228,en,The Thin Man,"['husband', 'wife', 'detect', 'team', 'take', 'search', 'miss', 'inventor', 'almost', 'get', 'kill', 'effort']","['Comedy', 'Mystery', 'Crime']"
1229,fr,Au revoir les enfants,"['au', 'revoir', 'le', 'enfant', 'tell', 'heartbreak', 'stori', 'friendship', 'devast', 'loss', 'concern', 'two', 'boy', 'live', 'nazioccupi', 'franc', 'provinci', 'cathol', 'board', 'school', 'precoci', 'youth', 'enjoy', 'true', 'camaraderi', '—', 'until', 'secret', 'reveal', 'base', 'event', 'writerdirector', 'mall', '’s', 'childhood', 'film', 'subtl', 'precis', 'observ', 'tale', 'courag', 'cowardic', 'tragic', 'awaken']","['Drama', 'War']"
1230,fr,La Cité de la peur,"['secondclass', 'horror', 'movi', 'shown', 'cann', 'film', 'festiv', 'screen', 'projectionist', 'kill', 'mysteri', 'fellow', 'hammer', 'sickl', 'happen', 'film', 'shown']",['Comedy']
1231,en,BURN·E,"['length', 'robot', 'undergo', 'job', '?', 'burn·', 'dedic', 'hard', 'work', 'robot', 'find', 'lock', 'ship', 'burn·', 'quickli', 'learn', 'complet', 'simpl', 'task', 'often', 'difficult', 'endeavor']","['Animation', 'Family', 'Comedy', 'Science Fiction']"
1232,en,Menace II Society,"['young', 'street', 'hustler', 'attempt', 'escap', 'rigor', 'temptat', 'ghetto', 'quest', 'better', 'life']","['Drama', 'Crime']"
1233,ru,Балканский рубеж,"['nato', 'bomb', 'yugoslavia', '1999', 'yugoslav', 'armi', 'pull', 'kosovo', 'region', 'leav', 'serbian', 'peopl', 'merci', 'albanian', 'uck', 'small', 'band', 'soldier', 'must', 'take', 'slatina', 'airport', 'hold', 'russian', 'peacekeep', 'arriv']","['Drama', 'Action', 'War']"
1234,en,BlacKkKlansman,"['colorado', 'spring', 'late', '1970', 'ron', 'stallworth', 'african', 'american', 'polic', 'offic', 'flip', 'zimmerman', 'jewish', 'colleagu', 'run', 'undercov', 'oper', 'infiltr', 'ku', 'klux', 'klan']","['Comedy', 'Crime', 'Drama', 'History']"
1235,en,Before Midnight,"['nine', 'year', 'sinc', 'last', 'met', 'jess', 'celin', 'frenchamerican', 'coupl', 'met', 'train', 'vienna', 'live', 'pari', 'twin', 'daughter', 'spent', 'summer', 'greec', 'invit', 'author', 'colleagu', 'jess', 'vacat', 'jess', 'must', 'send', 'teenag', 'son', 'state', 'begin', 'question', 'life', 'decis', 'relationship', 'celin', 'risk']","['Romance', 'Drama']"
1236,hi,बर्फी!,"['three', 'young', 'peopl', 'learn', 'love', 'neither', 'defin', 'contain', 'societi', 'definit', 'normal', 'abnorm']","['Drama', 'Romance', 'Comedy']"
1237,ja,ドラゴンボールZ 復活のフュージョン!! 悟空とベジータ,"['not', 'pay', 'attent', 'job', 'young', 'demon', 'allow', 'evil', 'cleans', 'machin', 'overflow', 'explod', 'turn', 'young', 'demon', 'infam', 'monster', 'janemba', 'goku', 'vegeta', 'make', 'solo', 'attempt', 'defeat', 'monster', 'realiz', 'option', 'fusion']","['Animation', 'Action', 'Fantasy', 'Science Fiction']"
1238,en,The Odd Couple,"['new', 'york', 'felix', 'neurot', 'news', 'writer', 'broke', 'wife', 'urg', 'chaotic', 'friend', 'oscar', 'sport', 'journalist', 'move', 'lifestyl', 'differ', 'night', 'day', 'felix', 'idea', 'housekeep', 'soon', 'begin', 'irrit', 'oscar']",['Comedy']
1239,en,Midnight Express,"['billi', 'hay', 'caught', 'attempt', 'smuggl', 'drug', 'turkey', 'turkish', 'court', 'decid', 'make', 'exampl', 'sentenc', '30', 'year', 'prison', 'hay', 'two', 'opportun', 'releas', 'appeal', 'made', 'lawyer', 'famili', 'american', 'govern', 'midnight', 'express']","['Drama', 'Crime']"
1240,en,Control,"['stori', 'joy', 'divis', '’s', 'lead', 'singer', 'ian', 'curti', 'schoolboy', 'day', '1973', 'suicid', 'eve', 'band', 'first', 'american', 'tour', '1980']",['Drama']
1241,fr,L'Insulte,"['emot', 'exchang', 'lebanes', 'christian', 'palestinian', 'refuge', 'escal', 'men', 'end', 'court', 'case', 'get', 'nation', 'attent']","['Drama', 'Crime']"
1242,en,The Asphalt Jungle,"['recent', 'parol', 'prison', 'legendari', 'burglar', 'doc', 'riedenschneid', 'fund', 'alonzo', 'emmerich', 'crook', 'lawyer', 'gather', 'small', 'group', 'veteran', 'crimin', 'togeth', 'midwest', 'big', 'jewel', 'heist']","['Crime', 'Drama']"
1243,en,Patton,"['patton', 'tell', 'tale', 'gener', 'georg', 'patton', 'famou', 'tank', 'command', 'world', 'war', 'ii', 'film', 'begin', 'patton', 'career', 'north', 'africa', 'progress', 'invas', 'germani', 'fall', 'third', 'reich', 'side', 'plot', 'also', 'speak', 'patton', 'numer', 'fault', 'temper', 'habit', 'toward', 'insubordin']","['War', 'Drama', 'History']"
1244,ja,るろうに剣心,"['1868', 'bakumatsu', 'war', 'end', 'exassassin', 'kenshin', 'himura', 'travers', 'japan', 'invert', 'sword', 'defend', 'needi', 'without', 'kill']","['Adventure', 'Action', 'Fantasy', 'War', 'History']"
1245,zh,英雄,"['china', 'war', 'state', 'period', 'district', 'prefect', 'arriv', 'palac', 'qin', 'shi', 'huang', 'claim', 'kill', 'three', 'assassin', 'made', 'attempt', 'king', 'life', 'three', 'year', 'ago']","['Drama', 'Adventure', 'Action', 'History']"
1246,fr,La Double Vie de Véronique,"['véroniqu', 'beauti', 'young', 'french', 'woman', 'aspir', 'renown', 'singer', 'weronika', 'live', 'poland', 'similar', 'career', 'goal', 'look', 'ident', 'véroniqu', 'though', 'two', 'not', 'relat', 'film', 'follow', 'women', 'contend', 'up', 'down', 'individu', 'live', 'véroniqu', 'embark', 'unusu', 'romanc', 'alexandr', 'fabbri', 'puppet', 'may', 'abl', 'help', 'existenti', 'issu']",['Drama']
1247,en,Free Guy,"['bank', 'teller', 'discov', 'actual', 'background', 'player', 'openworld', 'video', 'game', 'decid', 'becom', 'hero', 'stori', 'world', 'limit', 'determin', 'guy', 'save', 'world', 'way', 'late']","['Comedy', 'Adventure', 'Science Fiction']"
1248,fr,Edmond,"['pari', 'franc', 'decemb', '1897', 'young', 'playwright', 'edmond', 'rostand', 'feel', 'like', 'failur', 'inspir', 'abandon', 'marri', 'father', 'two', 'children', 'desper', 'penniless', 'persuad', 'great', 'actor', 'constant', 'coquelin', 'perform', 'main', 'role', 'new', 'play', 'problem', 'coquelin', 'want', 'premier', 'christma', 'edmond', 'not', 'written', 'singl', 'word']","['Comedy', 'History']"
1249,en,Lou,"['pixar', 'short', 'lostandfound', 'box', 'unseen', 'monster', 'within']","['Family', 'Fantasy', 'Animation']"
1250,it,La grande bellezza,"['jep', 'gambardella', 'seduc', 'way', 'lavish', 'nightlif', 'rome', 'decad', '65th', 'birthday', 'shock', 'past', 'jep', 'look', 'past', 'nightclub', 'parti', 'find', 'timeless', 'landscap', 'absurd', 'exquisit', 'beauti']",['Drama']
1251,it,Suspiria,"['american', 'newcom', 'prestigi', 'german', 'ballet', 'academi', 'come', 'realiz', 'school', 'front', 'someth', 'sinist', 'amid', 'seri', 'grisli', 'murder']",['Horror']
1252,en,The Sandlot,"['summer', 'friendship', 'adventur', 'one', 'boy', 'becom', 'part', 'gang', 'nine', 'boy', 'becom', 'team', 'leader', 'becom', 'legend', 'confront', 'terrifi', 'mysteri', 'beyond', 'right', 'field', 'wall']","['Family', 'Comedy']"
1253,en,The Day of the Jackal,"['intern', 'assassin', 'known', '‘', 'the', 'jackal', '’', 'employ', 'disgruntl', 'french', 'gener', 'kill', 'presid', 'charl', 'de', 'gaull', 'dedic', 'gendarm', 'assassin', '’s', 'trail']","['Action', 'Thriller']"
1254,fr,Le Charme discret de la bourgeoisie,"['lui', 'buñuel', '’s', 'delici', 'satir', 'masterpiec', 'upperclass', 'sextet', 'sit', 'dinner', 'never', 'eat', 'attempt', 'continu', 'thwart', 'vaudevillian', 'mixtur', 'event', 'actual', 'imagin']",['Comedy']
1255,en,Almost Famous,"['1973', '15yearold', 'william', 'miller', 'unabash', 'love', 'music', 'aspir', 'becom', 'rock', 'journalist', 'land', 'assign', 'roll', 'stone', 'magazin', 'interview', 'tour', 'upandcom', 'band', 'stillwat']","['Drama', 'Music']"
1256,en,Boyhood,"['film', 'tell', 'stori', 'divorc', 'coupl', 'tri', 'rais', 'young', 'son', 'stori', 'follow', 'boy', 'twelv', 'year', 'first', 'grade', 'age', '6', '12th', 'grade', 'age', '1718', 'examin', 'relationship', 'parent', 'grow']",['Drama']
1257,en,Hercules,"['bestow', 'superhuman', 'strength', 'young', 'mortal', 'name', 'hercul', 'set', 'prove', 'hero', 'eye', 'father', 'great', 'god', 'zeu', 'along', 'friend', 'pegasu', 'fli', 'hors', 'phil', 'person', 'trainer', 'hercul', 'trick', 'hilari', 'hothead', 'villain', 'hade', 'who', 's', 'plot', 'take', 'mount', 'olympu', '!']","['Animation', 'Family', 'Fantasy', 'Adventure', 'Comedy', 'Romance']"
1258,en,Hannah and Her Sisters,"['two', 'thanksgiv', 'hannah', 'husband', 'fall', 'love', 'sister', 'lee', 'hypochondriac', 'exhusband', 'rekindl', 'relationship', 'sister', 'holli']","['Comedy', 'Drama']"
1259,en,The Passion of the Christ,"['graphic', 'portray', 'last', 'twelv', 'hour', 'jesu', 'nazareth', 'life']",['Drama']
1260,en,Willy Wonka & the Chocolate Factory,"['eccentr', 'candi', 'man', 'willi', 'wonka', 'promis', 'lifetim', 'suppli', 'sweet', 'tour', 'chocol', 'factori', 'five', 'lucki', 'kid', 'penniless', 'charli', 'bucket', 'seek', 'golden', 'ticket', 'make', 'winner']","['Family', 'Fantasy', 'Comedy']"
1261,en,PAW Patrol: Mighty Pups,"['latest', 'scheme', 'goe', 'awri', 'mayor', 'humding', 'nephew', 'harold', 'accident', 'divert', 'meteor', 'toward', 'adventur', 'bay', 'meteor', 'golden', 'energi', 'grant', 'paw', 'patrol', 'superpow', 'heroic', 'mighti', 'pup', 'roll', 'supersav', 'day']","['Adventure', 'Animation', 'Family', 'Action']"
1262,tr,Bir Zamanlar Anadolu'da,"['rural', 'area', 'around', 'anatolian', 'town', 'keskin', 'local', 'prosecutor', 'polic', 'commissar', 'doctor', 'lead', 'search', 'victim', 'murder', 'suspect', 'name', 'kenan', 'mental', 'challeng', 'brother', 'confess', 'howev', 'search', 'prove', 'difficult', 'expect', 'kenan', 'fuzzi', 'bodi', 'exact', 'locat', 'group', 'continu', 'look', 'member', 'ca', 'nt', 'help', 'chat', 'among', 'trivia', 'deepest', 'concern', 'investig', 'prove', 'tri', 'expect']","['Drama', 'Crime']"
1263,en,Days of Heaven,"['1916', 'chicago', 'steel', 'worker', 'accident', 'kill', 'supervisor', 'flee', 'texa', 'panhandl', 'girlfriend', 'littl', 'sister', 'work', 'harvest', 'wheat', 'field', 'stoic', 'farmer']","['Drama', 'Romance']"
1264,en,The Two Popes,"['frustrat', 'direct', 'church', 'cardin', 'bergoglio', 'request', 'permiss', 'retir', '2012', 'pope', 'benedict', 'instead', 'face', 'scandal', 'selfdoubt', 'introspect', 'pope', 'benedict', 'summon', 'harshest', 'critic', 'futur', 'successor', 'rome', 'reveal', 'secret', 'would', 'shake', 'foundat', 'cathol', 'church']","['Drama', 'History']"
1265,ja,ワンピース フィルム ゼット,"['zephyr', 'known', 'z', 'ride', 'sea', 'one', 'goal', 'destroy', 'pirat', 'dream', 'becom', 'king', 'pirat', 'luffi', 'crew', 'encount', 'sea', 'not', 'utterli', 'defeat', 'man', 'arm', 'made', 'seaston', 'nami', 'robin', 'chopper', 'turn', '10', 'year', 'younger', 'due', 'zs', 'minion', 'luffi', 'determin', 'win', 'not', 'even', 'notic', 'zs', 'master', 'plan', 'could', 'sacrific', 'thousand', 'live']","['Animation', 'Fantasy', 'Action', 'Adventure']"
1266,de,Das weiße Band - Eine deutsche Kindergeschichte,"['age', 'tailor', 'recal', 'life', 'schoolteach', 'small', 'villag', 'northern', 'germani', 'struck', 'seri', 'strang', 'event', 'year', 'lead', 'wwi']","['Drama', 'Mystery']"
1267,sv,Tystnaden,"['travel', 'unnam', 'european', 'countri', 'brink', 'war', 'sickli', 'intellectu', 'ester', 'sister', 'anna', 'anna', 'young', 'son', 'johan', 'check', 'nearempti', 'hotel', 'basic', 'inabl', 'commun', 'among', 'three', 'seem', 'worsen', 'stay', 'anna', 'provok', 'sister', 'enjoy', 'dallianc', 'local', 'man', 'boy', 'left', 'seri', 'enigmat', 'encount', 'heighten', 'grow', 'air', 'isol']","['Drama', 'Romance']"
1268,en,My Cousin Vinny,"['two', 'carefre', 'pal', 'travel', 'alabama', 'mistakenli', 'arrest', 'charg', 'murder', 'fortun', 'one', 'cousin', 'who', 's', 'lawyer', ' ', 'vincent', 'gambini', 'former', 'auto', 'mechan', 'brooklyn', 'pass', 'bar', 'exam', 'sixth', 'tri', 'arriv', 'leatherclad', 'girlfriend', 'tri', 'first', 'case', 'real', 'shock', ' ', 'deep', 'south', '!']",['Comedy']
